review_id,corpus,case_id,case_event_count,deterministic_findings,hypothesis,cited_event_ids,cited_event_count,cited_event_descriptions,cited_ids_not_cited_by_deterministic_pass,new_cited_id_count,cited_ids_absent_from_corpus_tables
R011,flaws_cloud,CASE-122,13,"AWS-004 [HIGH] 'Level6' was refused authorization 84 times in 92s, across 13 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1649380 cloudtrail-control-1649381 cloudtrail-control-1649382 cloudtrail-control-1649383 cloudtrail-control-1649386 cloudtrail-control-1649387 cloudtrail-control-1649388 cloudtrail-control-1649390 cloudtrail-control-1649391 cloudtrail-control-1649392 cloudtrail-control-1649393 cloudtrail-control-1649394 cloudtrail-control-1649395)","The subset of calls targeting bucket-policy, bucket-policy-status, bucket-acl, and bucket-website is the portion of the sweep that would reveal public-exposure and permission-boundary information. If the caller is adversarial, this cluster is the likely objective of the enumeration and a precursor to attempted object access or a public-exposure abuse path; its presence raises the priority of checking whether GetObject/ListObjects calls followed against the same bucket.",cloudtrail-control-1649382 cloudtrail-control-1649387 cloudtrail-control-1649391 cloudtrail-control-1649393,4,cloudtrail-control-1649382 @ 2019-08-28 21:53:05+00:00 [aws:811596193553/ap-southeast-1 / Level6] Level6 get s3:bucket-acl (dev-eztax) [denied] (already cited: yes) || cloudtrail-control-1649387 @ 2019-08-28 21:53:07+00:00 [aws:811596193553/ap-southeast-1 / Level6] Level6 get s3:bucket-policy-status (dev-eztax) [denied] (already cited: yes) || cloudtrail-control-1649391 @ 2019-08-28 21:53:07+00:00 [aws:811596193553/ap-southeast-1 / Level6] Level6 get s3:bucket-policy (dev-eztax) [denied] (already cited: yes) || cloudtrail-control-1649393 @ 2019-08-28 21:53:08+00:00 [aws:811596193553/ap-southeast-1 / Level6] Level6 get s3:bucket-website (dev-eztax) [denied] (already cited: yes),,0,
R012,flaws_cloud,CASE-018,10,"AWS-003 [HIGH] 'backup' made 35 read calls across 10 distinct services in 53s, 21 of them refused for want of authority (60%). Breadth with no permission behind it is enumeration rather than administration. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-110341 cloudtrail-control-110344 cloudtrail-control-110347 cloudtrail-control-110350 cloudtrail-control-110351 cloudtrail-control-110352 cloudtrail-control-110353 cloudtrail-control-110355 cloudtrail-control-110356 cloudtrail-control-110357)","The sustained high-volume authentication failure history against 'backup' is consistent with a credential-stuffing or brute-force campaign targeting this identity, which would make the 07:04:50Z discovery burst a post-compromise reconnaissance stage rather than an isolated anomaly; correlating failure timestamps against the 125 successes would confirm or refute a guess-then-succeed pattern.",cloudtrail-logon-025755 cloudtrail-logon-000120 cloudtrail-control-110341,3,cloudtrail-logon-025755 @ 2018-09-06 10:47:31+00:00 [aws:811596193553/us-east-1 / backup] failure logon [Unknown] from 1.5.5.223 reason=Not authorized to perform sts:AssumeRole (already cited: no) || cloudtrail-logon-000120 @ 2017-02-27 16:58:36+00:00 [aws:811596193553/us-east-1 / backup] success logon [Unknown] from 0.229.250.9 (already cited: no) || cloudtrail-control-110341 @ 2018-08-02 07:04:50+00:00 [aws:811596193553/us-east-1 / backup] backup get iam:account-summary [denied] (already cited: yes),cloudtrail-logon-025755 cloudtrail-logon-000120,2,
R013,comiset,CASE-002,1,ATH-012 [HIGH] 1 distinct security-control change(s) on desktop-4pvps6e by 'system': a security service was stopped. A single change is often administrative; several in one window is the shape of an attacker clearing the way for what comes next. (events: comiset_slice.jsonl:4bdb0f0e83e0a62d3ca40b33ef0d892801fd4d3b),"remotemouse.exe is being abused as attacker remote-access tooling (a legitimate remote-control application used in lieu of a custom RAT), making it the hands-on-keyboard entry point for this host rather than a user-initiated convenience tool.",comiset_slice.jsonl:2123df97130430b012740761f3c88c0bbe4bc345,1,"comiset_slice.jsonl:2123df97130430b012740761f3c88c0bbe4bc345 @ 2022-11-19 19:00:59.545000+00:00 [desktop-4pvps6e / system] remotemouse.exe -> cmd.exe | ""c:\windows\system32\cmd.exe"" (already cited: yes)",,0,
R014,flaws_cloud,CASE-065,29,"AWS-003 [MEDIUM] 'Level6' made 1808 read calls across 20 distinct services in 316s, 282 of them refused (16%). Breadth on this scale is consistent with account enumeration, and is also exactly what inventory and compliance tooling does. The rule counts how many services were read, not which, so it cannot say whether the target was the account's service inventory or its infrastructure. (events: cloudtrail-control-224294 cloudtrail-control-224300 cloudtrail-control-224346 cloudtrail-control-224351 cloudtrail-control-224356 cloudtrail-control-224384 cloudtrail-control-224412 cloudtrail-control-224446 cloudtrail-control-224468 cloudtrail-control-224532 cloudtrail-control-224570 cloudtrail-control-224571 cloudtrail-control-224660 cloudtrail-control-224922 cloudtrail-control-225017 cloudtrail-control-225128 cloudtrail-control-225208 cloudtrail-control-225228 cloudtrail-control-225236 cloudtrail-control-225366) || AWS-004 [HIGH] 'Level6' was refused authorization 282 times in 307s, across 13 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-224294 cloudtrail-control-224468 cloudtrail-control-224469 cloudtrail-control-224696 cloudtrail-control-225208 cloudtrail-control-225228 cloudtrail-control-225510 cloudtrail-control-225648 cloudtrail-control-225649 cloudtrail-control-225650 cloudtrail-control-225651 cloudtrail-control-225652 cloudtrail-control-225659)","The 'Level6' principal's authentication history (5285 failures against only 61 successes, ~99% failure rate, across two regions with no source resolved) is anomalous for a healthy service identity and raises the possibility that the credential used for the discovery burst was not under its legitimate owner's exclusive control. Confirming this requires correlating the timestamps and source identity of the 61 successful authentications against the 11:26-11:32 control-plane window.",cloudtrail-logon-000144 cloudtrail-logon-000145 cloudtrail-logon-000146 cloudtrail-logon-002347 cloudtrail-logon-007478 cloudtrail-control-224294,6,cloudtrail-logon-000144 @ 2017-02-28 07:58:45+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 137.53.124.9 (already cited: no) || cloudtrail-logon-000145 @ 2017-02-28 08:01:21+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 137.53.124.9 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-logon-000146 @ 2017-02-28 08:01:50+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 137.53.124.9 reason=User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: sts:AssumeRole on resource: arn:aws:iam::811596193553:role/service-role/Level6 (already cited: no) || cloudtrail-logon-002347 @ 2017-05-16 23:04:44+00:00 [aws:811596193553/us-east-1 / Level6] failure logon [Unknown] from 10.154.248.134 reason=Not authorized to perform sts:AssumeRole (already cited: no) || cloudtrail-logon-007478 @ 2017-06-04 23:48:44+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 62.90.202.229 (already cited: no) || cloudtrail-control-224294 @ 2019-06-06 11:26:57+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get apigateway:rest-apis [denied] (already cited: yes),cloudtrail-logon-000144 cloudtrail-logon-000145 cloudtrail-logon-000146 cloudtrail-logon-002347 cloudtrail-logon-007478,5,
R015,comiset,CASE-002,1,ATH-012 [HIGH] 1 distinct security-control change(s) on desktop-4pvps6e by 'system': a security service was stopped. A single change is often administrative; several in one window is the shape of an attacker clearing the way for what comes next. (events: comiset_slice.jsonl:4bdb0f0e83e0a62d3ca40b33ef0d892801fd4d3b),"Disabling security tooling is typically preparatory; additional child processes of the same cmd.exe instance, new service creations, or payload writes on desktop-4pvps6e within minutes of this chain should be hunted as the likely next stage.",comiset_slice.jsonl:4bdb0f0e83e0a62d3ca40b33ef0d892801fd4d3b,1,comiset_slice.jsonl:4bdb0f0e83e0a62d3ca40b33ef0d892801fd4d3b @ 2022-11-19 19:12:55.683000+00:00 [desktop-4pvps6e / system] cmd.exe -> sc.exe | sc stop windefend (already cited: yes),,0,
R016,flaws_cloud,CASE-122,13,"AWS-004 [HIGH] 'Level6' was refused authorization 84 times in 92s, across 13 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-1649380 cloudtrail-control-1649381 cloudtrail-control-1649382 cloudtrail-control-1649383 cloudtrail-control-1649386 cloudtrail-control-1649387 cloudtrail-control-1649388 cloudtrail-control-1649390 cloudtrail-control-1649391 cloudtrail-control-1649392 cloudtrail-control-1649393 cloudtrail-control-1649394 cloudtrail-control-1649395)","The 61 successful authentications indicate at least one working credential path for 'Level6'; the ap-southeast-1 denial burst is plausibly the post-authentication action of one such successful session probing what that credential can reach, making correlation of the burst's session/access-key identifier against those 61 successes the highest-value next investigative step.",cloudtrail-control-1649382 cloudtrail-control-1649386 cloudtrail-logon-000249 cloudtrail-logon-007478,4,cloudtrail-control-1649382 @ 2019-08-28 21:53:05+00:00 [aws:811596193553/ap-southeast-1 / Level6] Level6 get s3:bucket-acl (dev-eztax) [denied] (already cited: yes) || cloudtrail-control-1649386 @ 2019-08-28 21:53:07+00:00 [aws:811596193553/ap-southeast-1 / Level6] Level6 get s3:bucket-replication (dev-eztax) [denied] (already cited: yes) || cloudtrail-logon-000249 @ 2017-03-03 11:43:45+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 191.93.93.252 (already cited: no) || cloudtrail-logon-007478 @ 2017-06-04 23:48:44+00:00 [aws:811596193553/us-east-1 / Level6] success logon [Unknown] from 62.90.202.229 (already cited: no),cloudtrail-logon-000249 cloudtrail-logon-007478,2,
R017,synthetic:INC-004,CASE-001,6,ATH-012 [CRITICAL] 3 distinct security-control change(s) on PC03 by 'achen': Defender real-time monitoring disabled; a Defender scanning exclusion was added; a security product process was terminated. A single change is often administrative; several in one window is the shape of an attacker clearing the way for what comes next. (events: evt-000901 evt-000905 evt-000909) || ATH-011 [CRITICAL] 3 distinct recovery control(s) were destroyed on PC03 by 'achen': Windows backup catalog deleted; boot-time recovery disabled; volume shadow copies deleted. Destroying recovery paths removes the ability to roll back and commonly immediately precedes encryption. (events: evt-000922 evt-000925 evt-000927),"PC03's outbound traffic is attributed almost entirely to chrome.exe against common cloud/CDN endpoints, which is consistent with a browser-delivered initial access vector (malicious download or drive-by) preceding the on-host destruction; the browser download history and process-creation chain from chrome.exe on 2026-08-17 warrant review.",evt-000026 evt-000048 evt-000059 evt-000070 evt-000907,5,evt-000026 @ 2026-08-17 08:00:19+00:00 [PC03 / achen] OUTLOOK.EXE -> 13.107.42.14:443 (outbound) (already cited: no) || evt-000048 @ 2026-08-17 08:05:30+00:00 [PC03 / achen] chrome.exe -> 52.113.194.132:443 (outbound) (already cited: no) || evt-000059 @ 2026-08-17 08:10:33+00:00 [PC03 / achen] chrome.exe -> 10.10.10.10:445 (outbound) (already cited: no) || evt-000070 @ 2026-08-17 08:12:19+00:00 [PC03 / achen] OUTLOOK.EXE -> 13.107.42.14:443 (outbound) (already cited: no) || evt-000907 @ 2026-08-17 11:12:38+00:00 [PC03 / SYSTEM] MsMpEng.exe -> 10.10.10.20:389 (outbound) (already cited: no),evt-000026 evt-000048 evt-000059 evt-000070 evt-000907,5,
R018,comiset,CASE-001,2,"ATH-002 [MEDIUM] PowerShell ran a base64-encoded command. The payload does not obviously fetch remote code, but the command line also suppresses the console window and/or the user profile. Evasion flags observed: no profile. (events: comiset_slice.jsonl:41ece3af25e0f38cccc6d27422a388c739761353) || ATH-002 [MEDIUM] PowerShell ran a base64-encoded command. The payload does not obviously fetch remote code, but the command line also suppresses the console window and/or the user profile. Evasion flags observed: no profile. (events: comiset_slice.jsonl:574dffe7a299a4ad9d2b1150574e2cff72b4efb4)","remotemouse.exe is a legitimate remote-control utility being abused as the initial access or hands-on-keyboard entry point (living-off-trusted-software), with cmd.exe used as the launcher for the implant.",comiset_slice.jsonl:0a7e197d2e49a2d65785fa2efbca8a1bbdfcdb8a comiset_slice.jsonl:b9a5cb4bdabc2fe887d9224d6c42056e5b64ff90,2,"comiset_slice.jsonl:0a7e197d2e49a2d65785fa2efbca8a1bbdfcdb8a @ 2022-11-18 10:37:49.512000+00:00 [desktop-4pvps6e / system] cmd.exe -> beacon.exe | beacon.exe (already cited: yes) || comiset_slice.jsonl:b9a5cb4bdabc2fe887d9224d6c42056e5b64ff90 @ 2022-11-18 10:27:21.393000+00:00 [desktop-4pvps6e / system] remotemouse.exe -> cmd.exe | ""c:\windows\system32\cmd.exe"" (already cited: yes)",,0,
R019,synthetic:INC-001,CASE-001,31,"ATH-009 [MEDIUM] Outlook launched WINWORD.EXE to open a document in a macro-capable format. This is consistent with a malicious attachment being opened, independent of whether any embedded macro subsequently ran. (events: evt-000355) || ATH-001 [HIGH] WINWORD.EXE started powershell.exe. Office applications have no routine need to launch script interpreters; this parent/child relationship is consistent with macro-based code execution from a document. (events: evt-000357) || ATH-002 [HIGH] PowerShell ran a base64-encoded command. The decoded payload retrieves and executes remote content, which is consistent with a first-stage downloader. Evasion flags observed: hidden window, no profile. (events: evt-000357) || ATH-003 [HIGH] powershell.exe made 7 outbound connection(s) to the external address 185.220.101.47 on port(s) 80, 443. Script interpreters do not normally initiate direct internet connections; this may indicate payload retrieval or command-and-control. The connection to port 80 indicates cleartext HTTP, which is commonly used to retrieve a second-stage script. (events: evt-000358 evt-000362 evt-000380 evt-000399 evt-000421 evt-000454 evt-000486) || ATH-010 [MEDIUM] 3 distinct discovery commands (net.exe, nltest.exe, whoami.exe) ran from the same parent process (PID 6612) within 34s, consistent with systematic reconnaissance of the local environment and domain. (events: evt-000367 evt-000370 evt-000374) || ATH-004 [CRITICAL] Command line matched credential-access indicators (comsvcs.dll MiniDump, explicit lsass reference, rundll32 MiniDump export). This may indicate an attempt to extract credential material from LSASS memory, which would enable authentication as other users. Requires immediate verification against the account's expected activity. (events: evt-000381) || ATH-005 [CRITICAL] 14 failed logons for 'svc_backup' on FS02 from 10.10.20.15 within 143s. A successful logon followed at 09:33:47, 204s after the last failure. This may indicate the credential was successfully guessed and the account is now compromised. (events: evt-000419 evt-000422 evt-000425 evt-000427 evt-000429 evt-000431 evt-000432 evt-000433 evt-000437 evt-000438 evt-000439 evt-000440 evt-000442 evt-000444 evt-000457) || ATH-006 [HIGH] Account 'svc_backup' authenticated to FS02 from PC01, but has no interactive session on PC01 (observed owner(s): jdoe). Credential use originating from a host the account does not operate on is consistent with lateral movement using stolen credentials, though legitimate alternate-credential workflows produce the same pattern. (events: evt-000457) || ATH-007 [HIGH] The Service Control Manager started an interactive command interpreter. This pattern is consistent with remote command execution via a temporary service. Command output is redirected to the administrative share '\\127.0.0.1\ADMIN$', which is characteristic of remote execution frameworks collecting results over SMB. (events: evt-000461) || ATH-008 [HIGH] An archive utility was invoked and the source path uses a wildcard, implying bulk collection and the destination is a shared staging directory. This is consistent with staging data prior to exfiltration, but does not by itself show that any data left the network. (events: evt-000469) || ATH-003 [MEDIUM] powershell.exe made 1 outbound connection(s) to the external address 185.220.101.47 on port(s) 443. Script interpreters do not normally initiate direct internet connections; this may indicate payload retrieval or command-and-control. (events: evt-000481)","Data staged on disk may have been transferred to the external destination observed in this case. This is unverified: the telemetry records archive creation and outbound connections separately, and does not show the archive's contents leaving.",,0,,,0,
R020,flaws_cloud,CASE-077,15,"AWS-004 [HIGH] 'Level6' was refused authorization 772 times in 221s, across 15 distinct resource types. Refusals spread across this many kinds of object are consistent with a caller establishing what its credential can reach. A refusal says what the platform would not do; it does not say what the caller intended. (events: cloudtrail-control-238972 cloudtrail-control-238973 cloudtrail-control-238974 cloudtrail-control-238975 cloudtrail-control-238977 cloudtrail-control-238978 cloudtrail-control-238979 cloudtrail-control-238980 cloudtrail-control-238981 cloudtrail-control-238982 cloudtrail-control-238983 cloudtrail-control-238984 cloudtrail-control-238986 cloudtrail-control-238987 cloudtrail-control-239755)","The event-identifier ordering suggests the reads preceded the write by a substantial number of intervening control-plane events (238972-238987 versus 239755). If that ordering reflects real time, it indicates reconnaissance first and action second, but identifier sequence is not a verified timestamp and this ordering should be confirmed against event times before being relied on.",cloudtrail-control-238972 cloudtrail-control-238987 cloudtrail-control-239755,3,cloudtrail-control-238972 @ 2019-06-21 15:43:30+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-tagging (flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-238987 @ 2019-06-21 15:43:30+00:00 [aws:811596193553/us-west-2 / Level6] Level6 get s3:bucket-versioning (flaws.cloud) [denied] (already cited: yes) || cloudtrail-control-239755 @ 2019-06-21 15:47:08+00:00 [aws:811596193553/us-west-1 / Level6] Level6 create s3:bucket (pwnd) [denied] (already cited: yes),,0,
